Local Authority Code,Period,Measure Type,Value
E07000150,2003,population,53525.0
E07000151,2003,population,74652.0
E07000152,2003,population,79893.0
E07000153,2003,population,84581.0
E07000154,2003,population,194796.0
E07000155,2003,population,82241.0
E07000156,2003,population,72978.0
E07000163,2003,population,54060.0
E07000164,2003,population,85336.0
E07000165,2003,population,151821.0
E07000166,2003,population,48465.0
E07000167,2003,population,51196.0
E07000168,2003,population,107862.0
E07000169,2003,population,77390.0
E07000170,2003,population,113048.0
E07000171,2003,population,109276.0
E07000172,2003,population,107822.0
E07000173,2003,population,111684.0
E07000174,2003,population,99250.0
E07000175,2003,population,108359.0
E07000176,2003,population,106987.0
E07000177,2003,population,133977.0
E07000178,2003,population,139917.0
E07000179,2003,population,128920.0
E07000180,2003,population,116134.0
E07000181,2003,population,97083.0
E07000187,2003,population,105158.0
E07000188,2003,population,107785.0
E07000189,2003,population,153463.0
E07000192,2003,population,93751.0
E07000193,2003,population,106065.0
E07000194,2003,population,94467.0
E07000195,2003,population,122657.0
E07000196,2003,population,106300.0
E07000197,2003,population,122447.0
E07000198,2003,population,94997.0
E07000199,2003,population,74544.0
E07000200,2003,population,85066.0
E07000202,2003,population,119210.0
E07000203,2003,population,88274.0
E07000207,2003,population,124990.0
E07000208,2003,population,67738.0
E07000209,2003,population,128763.0
E07000210,2003,population,81233.0
E07000211,2003,population,126665.0
E07000212,2003,population,77550.0
E07000213,2003,population,90225.0
E07000214,2003,population,80938.0
E07000215,2003,population,79002.0
E07000216,2003,population,116024.0
E07000217,2003,population,89646.0
E07000218,2003,population,61749.0
E07000219,2003,population,120541.0
E07000220,2003,population,89050.0
E07000221,2003,population,112992.0
E07000222,2003,population,130724.0
E07000223,2003,population,59993.0
E07000224,2003,population,143458.0
E07000225,2003,population,107512.0
E07000226,2003,population,98712.0
E07000227,2003,population,123798.0
E07000228,2003,population,128623.0
E07000229,2003,population,98787.0
E07000234,2003,population,89984.0
E07000235,2003,population,72885.0
E07000236,2003,population,79466.0
E07000237,2003,population,93873.0
E07000238,2003,population,113914.0
E07000239,2003,population,97149.0
E07000240,2003,population,131180.0
E07000241,2003,population,99198.0
E07000242,2003,population,130264.0
E07000243,2003,population,80308.0
E07000244,2003,population,230868.0
E07000245,2003,population,157990.0
E07000246,2003,population,140384.0
E08000001,2003,population,263814.0
E08000002,2003,population,181405.0
E08000003,2003,population,436727.0
E08000004,2003,population,218490.0
E08000005,2003,population,207528.0
E08000006,2003,population,217312.0
E08000007,2003,population,282932.0
E08000008,2003,population,213470.0
E08000009,2003,population,213031.0
E08000010,2003,population,303846.0
E08000011,2003,population,149795.0
E08000012,2003,population,444960.0
E08000013,2003,population,175997.0
E08000014,2003,population,279913.0
E08000015,2003,population,315371.0
E08000016,2003,population,220165.0
E08000017,2003,population,290111.0
E08000018,2003,population,250886.0
E08000019,2003,population,515339.0
E08000021,2003,population,266862.0
E08000022,2003,population,193037.0
E08000023,2003,population,151181.0
E08000024,2003,population,281528.0
E08000025,2003,population,996356.0
E08000026,2003,population,300665.0
E08000027,2003,population,305585.0
E08000028,2003,population,287135.0
E08000029,2003,population,200536.0
E08000030,2003,population,255352.0
E08000031,2003,population,239851.0
E08000032,2003,population,479166.0
E08000033,2003,population,193968.0
E08000034,2003,population,394486.0
E08000035,2003,population,717592.0
E08000036,2003,population,317469.0
E08000037,2003,population,192115.0
E09000001,2003,population,7115.0
E09000002,2003,population,166210.0
E09000003,2003,population,321802.0
E09000004,2003,population,220016.0
E09000005,2003,population,268323.0
E09000006,2003,population,297253.0
E09000007,2003,population,204254.0
E09000008,2003,population,335919.0
E09000009,2003,population,308108.0
E09000010,2003,population,281835.0
E09000011,2003,population,224303.0
E09000012,2003,population,212405.0
E09000013,2003,population,171510.0
E09000014,2003,population,225027.0
E09000015,2003,population,213728.0
E09000016,2003,population,225248.0
E09000017,2003,population,248054.0
E09000018,2003,population,216498.0
E09000019,2003,population,180899.0
E09000020,2003,population,165268.0
E09000021,2003,population,149683.0
E09000022,2003,population,272195.0
E09000023,2003,population,251936.0
E09000024,2003,population,189298.0
E09000025,2003,population,256224.0
E09000026,2003,population,247412.0
E09000027,2003,population,177182.0
E09000028,2003,population,255242.0
E09000029,2003,population,181267.0
E09000030,2003,population,208651.0
E09000031,2003,population,224115.0
E09000032,2003,population,276828.0
E09000033,2003,population,211009.0
N09000001,2003,population,130356.0
N09000002,2003,population,178954.0
N09000003,2003,population,327176.0
N09000004,2003,population,134152.0
N09000005,2003,population,144629.0
N09000006,2003,population,107332.0
N09000007,2003,population,125001.0
N09000008,2003,population,129181.0
N09000009,2003,population,121324.0
N09000010,2003,population,156395.0
N09000011,2003,population,150424.0
S12000005,2003,population,48140.0
S12000006,2003,population,147860.0
S12000008,2003,population,119850.0
S12000010,2003,population,91640.0
S12000011,2003,population,89870.0
S12000013,2003,population,26430.0
S12000014,2003,population,146800.0
S12000017,2003,population,211640.0
S12000018,2003,population,83300.0
S12000019,2003,population,80280.0
S12000020,2003,population,88830.0
S12000021,2003,population,136310.0
S12000023,2003,population,19540.0
S12000026,2003,population,108390.0
S12000027,2003,population,21950.0
S12000028,2003,population,111550.0
S12000029,2003,population,303480.0
S12000030,2003,population,87090.0
S12000033,2003,population,209280.0
S12000034,2003,population,231250.0
S12000035,2003,population,90930.0
S12000036,2003,population,445300.0
S12000038,2003,population,171560.0
S12000039,2003,population,92470.0
S12000040,2003,population,161690.0
S12000041,2003,population,108700.0
S12000042,2003,population,144080.0
S12000045,2003,population,107000.0
S12000047,2003,population,351360.0
S12000048,2003,population,135960.0
S12000049,2003,population,572270.0
S12000050,2003,population,323700.0
W06000001,2003,population,68140.0
W06000002,2003,population,118022.0
W06000003,2003,population,111248.0
W06000004,2003,population,93872.0
W06000005,2003,population,149176.0
W06000006,2003,population,128914.0
W06000008,2003,population,75581.0
W06000009,2003,population,115147.0
W06000010,2003,population,176133.0
W06000011,2003,population,226350.0
W06000012,2003,population,136233.0
W06000013,2003,population,131032.0
W06000014,2003,population,120980.0
W06000015,2003,population,313246.0
W06000016,2003,population,232361.0
W06000018,2003,population,171363.0
W06000019,2003,population,69228.0
W06000020,2003,population,90719.0
W06000021,2003,population,86605.0
W06000022,2003,population,139121.0
W06000023,2003,population,128295.0
W06000024,2003,population,55955.0
E06000001,2004,population,90317.0
E06000002,2004,population,138451.0
E06000003,2004,population,138643.0
E06000004,2004,population,185687.0
E06000005,2004,population,99343.0
E06000006,2004,population,119960.0
E06000007,2004,population,191837.0
E06000008,2004,population,141418.0
E06000009,2004,population,143143.0
E06000010,2004,population,253049.0
E06000011,2004,population,325117.0
E06000012,2004,population,158542.0
E06000013,2004,population,158211.0
E06000014,2004,population,186643.0
E06000015,2004,population,234501.0
E06000016,2004,population,294127.0
E06000017,2004,population,35623.0
E06000018,2004,population,279624.0
E06000019,2004,population,176033.0
E06000020,2004,population,160603.0
E06000021,2004,population,241078.0
E06000022,2004,population,170585.0
E06000023,2004,population,395743.0
E06000024,2004,population,192776.0
E06000025,2004,population,251226.0
E06000026,2004,population,244037.0
E06000027,2004,population,131937.0
E06000030,2004,population,186390.0
E06000031,2004,population,163485.0
E06000032,2004,population,183563.0
E06000033,2004,population,161488.0
E06000034,2004,population,147056.0
E06000035,2004,population,251459.0
E06000036,2004,population,109189.0
E06000037,2004,population,145147.0
E06000038,2004,population,144590.0
E06000039,2004,population,120833.0
E06000040,2004,population,135066.0
E06000041,2004,population,149008.0
E06000042,2004,population,219521.0
E06000043,2004,population,249847.0
E06000044,2004,population,193483.0
E06000045,2004,population,223589.0
E06000046,2004,population,135891.0
E06000047,2004,population,495147.0
E06000049,2004,population,357354.0
E06000050,2004,population,325496.0
E06000051,2004,population,288810.0
E06000052,2004,population,511810.0
E06000053,2004,population,2210.0
E06000054,2004,population,445632.0
E06000055,2004,population,151308.0
E06000056,2004,population,240444.0
E06000057,2004,population,310140.0
E06000058,2004,population,348506.0
E06000059,2004,population,355305.0
E06000060,2004,population,482126.0
E07000008,2004,population,112167.0
E07000009,2004,population,75996.0
E07000010,2004,population,87983.0
E07000011,2004,population,162654.0
E07000012,2004,population,135645.0
E07000026,2004,population,94846.0
E07000027,2004,population,70845.0
E07000028,2004,population,104412.0
E07000029,2004,population,69750.0
E07000030,2004,population,51393.0
E07000031,2004,population,103672.0
E07000032,2004,population,118421.0
E07000033,2004,population,73601.0
E07000034,2004,population,100545.0
E07000035,2004,population,69536.0
E07000036,2004,population,110068.0
E07000037,2004,population,89261.0
E07000038,2004,population,97532.0
E07000039,2004,population,86506.0
E07000040,2004,population,128444.0
E07000041,2004,population,110697.0
E07000042,2004,population,72607.0
E07000043,2004,population,90433.0
E07000044,2004,population,82085.0
E07000045,2004,population,122964.0
E07000046,2004,population,61479.0
E07000047,2004,population,50118.0
E07000061,2004,population,93772.0
E07000062,2004,population,86854.0
E07000063,2004,population,93794.0
E07000064,2004,population,87183.0
E07000065,2004,population,143404.0
E07000066,2004,population,167825.0
E07000067,2004,population,137426.0
E07000068,2004,population,69895.0
E07000069,2004,population,87207.0
E07000070,2004,population,162505.0
E07000071,2004,population,158652.0
E07000072,2004,population,121495.0
E07000073,2004,population,78019.0
E07000074,2004,population,60303.0
E07000075,2004,population,80100.0
E07000076,2004,population,140340.0
E07000077,2004,population,70865.0
E07000078,2004,population,109763.0
E07000079,2004,population,81795.0
E07000080,2004,population,81091.0
E07000081,2004,population,112583.0
E07000082,2004,population,109477.0
E07000083,2004,population,77932.0
E07000084,2004,population,155737.0
E07000085,2004,population,109960.0
E07000086,2004,population,117066.0
E07000087,2004,population,108473.0
E07000088,2004,population,78099.0
E07000089,2004,population,86367.0
E07000090,2004,population,117362.0
E07000091,2004,population,171769.0
E07000092,2004,population,89358.0
E07000093,2004,population,112049.0
E07000094,2004,population,109179.0
E07000095,2004,population,87805.0
E07000096,2004,population,138403.0
E07000098,2004,population,93788.0
E07000099,2004,population,120092.0
E07000102,2004,population,83963.0
E07000103,2004,population,81097.0
E07000105,2004,population,107264.0
E07000106,2004,population,140578.0
E07000107,2004,population,88277.0
E07000108,2004,population,106878.0
E07000109,2004,population,95907.0
E07000110,2004,population,142242.0
E07000111,2004,population,110045.0
E07000112,2004,population,99949.0
E07000113,2004,population,125890.0
E07000114,2004,population,128782.0
E07000115,2004,population,110441.0
E07000116,2004,population,105131.0
E07000117,2004,population,87923.0
E07000118,2004,population,102778.0
E07000119,2004,population,74667.0
E07000120,2004,population,81280.0
E07000121,2004,population,135472.0
E07000122,2004,population,88330.0
E07000123,2004,population,134410.0
E07000124,2004,population,56054.0
E07000125,2004,population,65623.0
E07000126,2004,population,105578.0
E07000127,2004,population,109588.0
E07000128,2004,population,107760.0
E07000129,2004,population,91664.0
E07000130,2004,population,154740.0
E07000131,2004,population,79860.0
E07000132,2004,population,101953.0
E07000133,2004,population,48618.0
E07000134,2004,population,88845.0
E07000135,2004,population,56454.0
E07000136,2004,population,58090.0
E07000137,2004,population,134889.0
E07000138,2004,population,87746.0
E07000139,2004,population,99943.0
E07000140,2004,population,80832.0
